날짜,종가,오픈,고가,저가,거래량,변동 %
2022년 08월 15일,"24,101.70","24,303.30","25,205.70","23,784.50",279.28K,-0.83%
2022년 08월 14일,"24,302.80","24,442.10","24,997.30","24,172.20",177.25K,-0.57%
2022년 08월 13일,"24,442.50","24,398.90","24,882.90","24,318.70",170.59K,0.18%
2022년 08월 12일,"24,398.70","23,935.30","24,440.80","23,616.40",194.96K,1.94%
2022년 08월 11일,"23,935.30","23,963.30","24,873.50","23,864.00",285.36K,-0.12%
2022년 08월 10일,"23,962.90","23,150.30","24,209.90","22,714.70",243.61K,3.53%
2022년 08월 09일,"23,146.70","23,818.10","23,912.00","22,886.50",169.62K,-2.81%
2022년 08월 08일,"23,816.30","23,175.30","24,234.10","23,160.60",197.94K,2.77%
2022년 08월 07일,"23,175.30","22,944.20","23,387.70","22,852.30",99.36K,1.01%
2022년 08월 06일,"22,944.20","23,308.20","23,344.40","22,923.60",94.44K,-1.56%
2022년 08월 05일,"23,308.20","22,613.30","23,447.60","22,593.50",208.90K,3.08%
2022년 08월 04일,"22,612.10","22,822.20","23,214.50","22,438.70",181.19K,-0.91%
2022년 08월 03일,"22,820.80","22,988.70","23,623.70","22,698.60",174.66K,-0.73%
2022년 08월 02일,"22,988.60","23,271.10","23,423.30","22,670.80",177.30K,-1.21%
2022년 08월 01일,"23,271.20","23,303.40","23,484.40","22,863.80",162.33K,-0.14%
2022년 07월 31일,"23,303.40","23,634.20","24,179.30","23,236.20",138.84K,-1.40%
2022년 07월 30일,"23,634.20","23,774.20","24,605.30","23,521.80",168.72K,-0.59%
2022년 07월 29일,"23,774.30","23,850.20","24,340.00","23,451.40",221.66K,-0.32%
2022년 07월 28일,"23,850.00","22,957.70","24,190.50","22,611.60",268.32K,3.88%
2022년 07월 27일,"22,958.30","21,248.00","23,027.80","21,047.50",242.66K,8.05%
2022년 07월 26일,"21,248.70","21,301.60","21,322.30","20,737.30",201.57K,-0.25%
2022년 07월 25일,"21,301.90","22,582.30","22,653.30","21,275.40",206.93K,-5.67%
2022년 07월 24일,"22,582.10","22,449.80","22,987.90","22,281.30",126.66K,0.54%
2022년 07월 23일,"22,460.40","22,683.60","22,991.00","21,971.70",137.42K,-0.95%
2022년 07월 22일,"22,675.20","23,150.00","23,741.40","22,524.20",197.54K,-2.06%
2022년 07월 21일,"23,153.00","23,219.90","23,403.80","22,360.20",217.08K,-0.27%
2022년 07월 20일,"23,215.20","23,412.00","24,258.00","22,944.40",281.31K,-0.83%
2022년 07월 19일,"23,410.20","22,529.30","23,757.30","21,581.80",308.91K,3.93%
2022년 07월 18일,"22,525.80","20,785.60","22,714.90","20,770.60",279.72K,8.37%
2022년 07월 17일,"20,785.60","21,209.80","21,654.40","20,755.20",132.81K,-2.00%
2022년 07월 16일,"21,209.90","20,825.20","21,561.30","20,484.40",136.89K,1.85%
2022년 07월 15일,"20,825.10","20,586.10","21,178.10","20,393.40",164.67K,1.16%
2022년 07월 14일,"20,586.00","20,250.00","20,862.20","19,664.90",205.28K,1.66%
2022년 07월 13일,"20,250.00","19,331.60","20,250.80","18,942.20",249.38K,4.75%
2022년 07월 12일,"19,330.90","19,963.20","20,051.70","19,279.60",167.91K,-3.17%
2022년 07월 11일,"19,963.20","20,847.20","20,855.00","19,897.00",160.20K,-4.24%
2022년 07월 10일,"20,847.40","21,587.40","21,599.20","20,689.70",204.68K,-3.43%
2022년 07월 09일,"21,587.50","21,610.40","21,944.10","21,338.40",190.11K,-0.11%
2022년 07월 08일,"21,611.20","21,637.10","22,482.10","21,207.00",439.90K,-0.12%
2022년 07월 07일,"21,637.80","20,557.90","21,817.80","20,282.70",115.81K,5.24%
2022년 07월 06일,"20,561.10","20,180.40","20,654.90","19,785.30",105.24K,1.78%
2022년 07월 05일,"20,200.60","20,215.80","20,706.90","19,315.40",122.43K,-0.08%
2022년 07월 04일,"20,215.80","19,310.60","20,303.80","19,052.50",92.79K,4.69%
2022년 07월 03일,"19,309.90","19,243.40","19,626.40","18,794.40",65.27K,0.35%
2022년 07월 02일,"19,243.20","19,275.40","19,425.40","19,006.40",58.57K,-0.10%
2022년 07월 01일,"19,262.90","19,926.60","20,785.60","18,980.10",150.18K,-3.33%
2022년 06월 30일,"19,926.60","20,111.30","20,155.10","18,682.70",127.73K,-0.92%
2022년 06월 29일,"20,111.30","20,278.00","20,415.80","19,880.70",98.97K,-0.82%
2022년 06월 28일,"20,278.00","20,727.90","21,200.20","20,210.50",83.83K,-2.18%
2022년 06월 27일,"20,730.20","21,037.70","21,497.50","20,568.00",84.69K,-1.49%
2022년 06월 26일,"21,043.50","21,489.90","21,837.40","20,989.70",67.21K,-2.08%
2022년 06월 25일,"21,489.90","21,226.90","21,553.40","20,917.50",66.63K,1.24%
2022년 06월 24일,"21,226.90","21,100.90","21,488.70","20,743.90",104.56K,0.60%
2022년 06월 23일,"21,100.70","19,967.30","21,189.80","19,907.50",110.70K,5.68%
2022년 06월 22일,"19,965.80","20,720.20","20,864.30","19,780.20",125.94K,-3.64%
2022년 06월 21일,"20,720.40","20,571.60","21,689.30","20,371.70",136.32K,0.72%
2022년 06월 20일,"20,572.30","20,576.90","20,996.80","19,658.80",140.60K,-0.02%
2022년 06월 19일,"20,577.20","18,983.40","20,763.50","17,983.70",169.39K,8.38%
2022년 06월 18일,"18,986.50","20,446.40","20,744.70","17,630.50",267.25K,-7.13%
2022년 06월 17일,"20,444.60","20,391.30","21,315.40","20,244.10",136.27K,0.28%
2022년 06월 16일,"20,386.60","22,577.90","22,942.10","20,231.10",144.00K,-9.71%
2022년 06월 15일,"22,577.90","22,137.50","22,754.40","20,125.80",280.41K,1.90%
2022년 06월 14일,"22,157.30","22,449.10","23,200.30","20,860.90",251.01K,-1.29%
2022년 06월 13일,"22,448.00","26,606.30","26,857.60","22,006.30",379.26K,-15.63%
2022년 06월 12일,"26,606.30","28,404.00","28,534.80","26,606.30",120.02K,-6.33%
2022년 06월 11일,"28,403.40","29,083.30","29,426.60","28,161.80",82.92K,-2.34%
2022년 06월 10일,"29,083.30","30,097.40","30,325.60","28,884.90",104.26K,-3.37%
2022년 06월 09일,"30,097.80","30,202.10","30,691.40","29,953.80",61.72K,-0.34%
2022년 06월 08일,"30,201.60","31,127.20","31,312.10","29,874.80",87.96K,-2.98%
2022년 06월 07일,"31,128.80","31,370.30","31,556.60","29,235.00",140.32K,-0.76%
2022년 06월 06일,"31,367.60","29,911.20","31,753.40","29,888.60",94.01K,4.86%
2022년 06월 05일,"29,913.00","29,865.10","30,166.90","29,539.00",30.33K,0.16%
2022년 06월 04일,"29,864.30","29,700.90","29,963.80","29,489.50",33.51K,0.55%
2022년 06월 03일,"29,700.90","30,455.70","30,674.80","29,330.80",72.13K,-2.48%
2022년 06월 02일,"30,455.50","29,798.60","30,638.50","29,604.40",81.40K,2.20%
2022년 06월 01일,"29,798.50","31,793.10","31,969.90","29,396.60",135.09K,-6.27%
2022년 05월 31일,"31,793.40","31,730.20","32,377.50","31,221.20",86.60K,0.22%
2022년 05월 30일,"31,723.30","29,465.20","32,185.60","29,307.20",129.56K,7.66%
2022년 05월 29일,"29,465.20","29,027.10","29,556.50","28,838.70",36.87K,1.51%
2022년 05월 28일,"29,027.10","28,620.10","29,194.40","28,537.20",43.87K,1.49%
2022년 05월 27일,"28,601.20","29,194.00","29,377.10","28,282.20",116.41K,-2.06%
2022년 05월 26일,"29,203.50","29,537.90","29,868.90","28,077.90",126.71K,-1.14%
2022년 05월 25일,"29,540.60","29,648.70","30,202.30","29,353.50",78.85K,-0.36%
2022년 05월 24일,"29,648.70","29,091.60","29,810.80","28,706.10",79.42K,1.91%
2022년 05월 23일,"29,093.30","30,287.30","30,644.80","28,913.60",92.10K,-3.94%
2022년 05월 22일,"30,286.60","29,433.00","30,462.00","29,260.10",50.60K,2.89%
2022년 05월 21일,"29,434.60","29,188.70","29,623.20","28,953.90",32.27K,0.88%
2022년 05월 20일,"29,178.60","30,305.90","30,735.10","28,738.50",98.78K,-3.72%
2022년 05월 19일,"30,305.90","28,700.40","30,525.10","28,682.10",101.38K,5.66%
2022년 05월 18일,"28,683.70","30,437.50","30,687.90","28,648.10",92.03K,-5.76%
2022년 05월 17일,"30,437.50","29,856.70","30,720.10","29,484.50",79.63K,1.97%
2022년 05월 16일,"29,849.00","31,308.30","31,312.40","29,135.80",100.25K,-4.66%
2022년 05월 15일,"31,308.70","30,078.60","31,383.80","29,499.40",65.44K,4.08%
2022년 05월 14일,"30,080.40","29,285.20","30,277.40","28,666.70",70.46K,2.72%
2022년 05월 13일,"29,284.40","28,994.30","31,002.70","28,755.00",141.23K,1.06%
2022년 05월 12일,"28,976.00","29,073.40","30,136.70","26,500.50",309.48K,-0.32%
2022년 05월 11일,"29,068.20","31,008.00","32,113.60","27,835.50",296.90K,-6.25%
2022년 05월 10일,"31,007.50","30,098.20","32,621.20","29,831.00",235.61K,3.03%
2022년 05월 09일,"30,095.00","34,041.00","34,227.00","30,095.00",268.09K,-11.64%
2022년 05월 08일,"34,060.00","35,468.00","35,497.00","33,727.00",671.05M,-3.97%
2022년 05월 07일,"35,468.00","36,003.00","36,119.00","34,773.00",288.86M,-1.50%
2022년 05월 06일,"36,009.00","36,540.00","36,646.00","35,267.00",752.84M,-1.46%
2022년 05월 05일,"36,544.00","39,686.00","39,833.00","36,183.00",1.04B,-7.92%
2022년 05월 04일,"39,688.00","37,717.00","40,021.00","37,660.00",691.49M,5.22%
2022년 05월 03일,"37,718.00","38,515.00","38,647.00","37,513.00",367.21M,-2.07%
2022년 05월 02일,"38,514.00","38,472.00","39,134.00","38,061.00",580.79M,0.14%
2022년 05월 01일,"38,461.00","37,642.00","38,676.00","37,397.00",276.99M,2.15%
2022년 04월 30일,"37,650.00","38,590.00","38,776.00","37,596.00",248.22M,-2.41%
2022년 04월 29일,"38,581.00","39,748.00","39,919.00","38,175.00",382.90M,-2.94%
2022년 04월 28일,"39,748.00","39,243.00","40,382.00","38,888.00",542.39M,1.29%
2022년 04월 27일,"39,243.00","38,113.00","39,447.00","37,869.00",426.83M,2.96%
2022년 04월 26일,"38,113.00","40,443.00","40,770.00","37,708.00",681.47M,-5.72%
2022년 04월 25일,"40,427.00","39,464.00","40,599.00","38,233.00",654.60M,2.44%
2022년 04월 24일,"39,464.00","39,434.00","39,929.00","39,033.00",283.63M,0.12%
2022년 04월 23일,"39,418.00","39,709.00","39,973.00","39,291.00",190.60M,-0.73%
2022년 04월 22일,"39,709.00","40,487.00","40,792.00","39,200.00",421.30M,-1.91%
2022년 04월 21일,"40,482.00","41,370.00","42,969.00","39,793.00",493.05M,-2.14%
2022년 04월 20일,"41,368.00","41,499.00","42,203.00","40,915.00",382.84M,-0.33%
2022년 04월 19일,"41,503.00","40,809.00","41,746.00","40,585.00",268.28M,1.72%
2022년 04월 18일,"40,803.00","39,700.00","41,095.00","38,577.00",484.26M,2.77%
2022년 04월 17일,"39,703.00","40,382.00","40,599.00","39,561.00",210.01M,-1.68%
2022년 04월 16일,"40,382.00","40,571.00","40,691.00","40,003.00",151.31M,-0.44%
2022년 04월 15일,"40,560.00","39,936.00","40,850.00","39,781.00",233.09M,1.56%
2022년 04월 14일,"39,936.00","41,133.00","41,494.00","39,585.00",294.29M,-2.91%
2022년 04월 13일,"41,133.00","40,072.00","41,515.00","39,581.00",406.70M,2.63%
2022년 04월 12일,"40,078.00","39,507.00","40,678.00","39,265.00",468.27M,1.47%
2022년 04월 11일,"39,497.00","42,144.00","42,418.00","39,202.00",608.38M,-6.27%
2022년 04월 10일,"42,138.00","42,760.00","43,421.00","41,884.00",255.83M,-1.47%
2022년 04월 09일,"42,767.00","42,275.00","42,809.00","42,129.00",165.16M,1.16%
2022년 04월 08일,"42,275.00","43,450.00","43,979.00","42,113.00",467.83M,-2.70%
2022년 04월 07일,"43,448.00","43,166.00","43,893.00","42,747.00",390.85M,0.64%
2022년 04월 06일,"43,173.00","45,494.00","45,519.00","43,122.00",649.52M,-5.13%
2022년 04월 05일,"45,506.00","46,614.00","47,201.00","45,388.00",421.11M,-2.41%
2022년 04월 04일,"46,629.00","46,407.00","46,899.00","45,152.00",446.12M,0.48%
2022년 04월 03일,"46,407.00","45,813.00","47,435.00","45,554.00",398.86M,1.30%
2022년 04월 02일,"45,811.00","46,299.00","47,212.00","45,641.00",345.93M,-1.05%
2022년 04월 01일,"46,297.00","45,529.00","46,728.00","44,261.00",632.93M,1.70%
2022년 03월 31일,"45,525.00","47,071.00","47,624.00","45,228.00",520.00M,-3.29%
2022년 03월 30일,"47,075.00","47,449.00","47,714.00","46,601.00",467.76M,-0.79%
2022년 03월 29일,"47,449.00","47,126.00","48,127.00","47,029.00",478.82M,0.73%
2022년 03월 28일,"47,105.00","46,859.00","48,199.00","46,672.00",610.27M,0.52%
2022년 03월 27일,"46,859.00","44,542.00","46,947.00","44,445.00",388.79M,5.19%
2022년 03월 26일,"44,548.00","44,331.00","44,818.00","44,090.00",196.30M,0.49%
2022년 03월 25일,"44,331.00","44,013.00","45,112.00","43,622.00",494.09M,0.72%
2022년 03월 24일,"44,013.00","42,911.00","44,251.00","42,658.00",491.66M,2.57%
2022년 03월 23일,"42,912.00","42,373.00","43,027.00","41,795.00",433.96M,1.27%
2022년 03월 22일,"42,373.00","41,022.00","43,327.90","40,893.00",537.06M,3.29%
2022년 03월 21일,"41,022.00","41,282.00","41,532.00","40,530.00",406.62M,-0.62%
2022년 03월 20일,"41,276.00","42,241.00","42,301.00","40,922.00",308.45M,-2.27%
2022년 03월 19일,"42,233.00","41,768.00","42,386.00","41,529.60",224.59M,1.11%
2022년 03월 18일,"41,767.80","40,914.60","42,308.40","40,234.80",2.31B,2.08%
2022년 03월 17일,"40,914.80","41,118.70","41,406.00","40,557.80",1.90B,-0.50%
2022년 03월 16일,"41,118.70","39,282.50","41,701.60","38,953.20",4.47B,4.67%
2022년 03월 15일,"39,285.70","39,673.00","39,854.70","38,220.90",2.25B,-0.97%
2022년 03월 14일,"39,671.10","37,789.50","39,914.30","37,613.60",2.33B,4.97%
2022년 03월 13일,"37,792.40","38,813.20","39,272.30","37,603.40",1.55B,-2.63%
2022년 03월 12일,"38,814.30","38,730.20","39,355.30","38,666.50",1.11B,0.22%
2022년 03월 11일,"38,730.20","39,422.50","40,177.00","38,236.40",2.79B,-1.74%
2022년 03월 10일,"39,416.30","41,933.90","42,029.10","38,603.50",3.62B,-5.99%
2022년 03월 09일,"41,929.00","38,731.50","42,538.50","38,663.30",3.60B,8.22%
2022년 03월 08일,"38,744.80","38,020.60","39,351.50","37,886.60",2.67B,1.89%
2022년 03월 07일,"38,024.80","38,420.60","39,532.00","37,182.10",3.02B,-0.99%
2022년 03월 06일,"38,403.10","39,396.30","39,668.10","38,115.00",1.93B,-2.52%
2022년 03월 05일,"39,395.80","39,142.80","39,600.20","38,626.10",1.50B,0.65%
2022년 03월 04일,"39,142.70","42,463.00","42,848.70","38,594.90",3.21B,-7.82%
2022년 03월 03일,"42,463.00","43,912.80","44,077.20","41,840.80",74.11K,-3.30%
2022년 03월 02일,"43,912.80","44,420.30","45,294.20","43,361.30",80.82K,-1.14%
2022년 03월 01일,"44,420.30","43,187.20","44,900.50","42,876.60",90.67K,2.85%
2022년 02월 28일,"43,188.20","37,707.20","43,977.80","37,458.90",108.07K,14.59%
2022년 02월 27일,"37,689.10","39,116.60","39,838.50","37,062.30",66.14K,-3.65%
2022년 02월 26일,"39,115.50","39,221.60","40,094.50","38,639.10",41.55K,-0.24%
2022년 02월 25일,"39,209.60","38,339.20","39,683.70","38,042.60",83.78K,2.27%
2022년 02월 24일,"38,339.20","37,250.20","39,351.60","34,357.40",180.47K,2.99%
2022년 02월 23일,"37,224.60","38,248.20","39,194.50","37,099.50",64.84K,-2.68%
2022년 02월 22일,"38,248.20","37,018.30","38,414.90","36,399.60",82.75K,3.32%
2022년 02월 21일,"37,017.70","38,355.00","39,444.10","36,868.90",91.82K,-3.49%
2022년 02월 20일,"38,355.00","40,089.60","40,120.30","38,042.20",47.92K,-4.33%
2022년 02월 19일,"40,090.30","40,000.10","40,434.30","39,666.60",25.78K,0.23%
2022년 02월 18일,"40,000.10","40,532.50","40,935.50","39,505.00",64.96K,-1.36%
2022년 02월 17일,"40,552.80","43,885.50","44,167.10","40,103.80",72.63K,-7.59%
2022년 02월 16일,"43,883.60","44,540.90","44,552.90","43,377.60",41.40K,-1.48%
2022년 02월 15일,"44,544.40","42,550.30","44,722.60","42,460.10",56.34K,4.69%
2022년 02월 14일,"42,550.30","42,061.10","42,799.70","41,591.30",53.60K,1.16%
2022년 02월 13일,"42,061.10","42,205.50","42,725.10","41,880.10",25.88K,-0.34%
2022년 02월 12일,"42,205.20","42,388.40","43,006.40","41,776.80",37.88K,-0.43%
2022년 02월 11일,"42,388.40","43,519.30","43,915.10","42,023.40",69.95K,-2.60%
2022년 02월 10일,"43,521.00","44,388.90","45,755.20","43,242.50",89.69K,-1.96%
2022년 02월 09일,"44,388.90","44,038.20","44,800.40","43,163.00",50.92K,0.80%
2022년 02월 08일,"44,038.20","43,833.90","45,399.80","42,705.00",92.88K,0.47%
2022년 02월 07일,"43,833.90","42,385.20","44,468.30","41,695.40",76.60K,3.40%
2022년 02월 06일,"42,392.20","41,411.90","42,614.80","41,176.30",31.20K,2.37%
2022년 02월 05일,"41,412.10","41,566.50","41,899.80","40,963.30",46.32K,-0.37%
2022년 02월 04일,"41,567.60","37,287.80","41,689.00","37,041.10",95.49K,11.48%
2022년 02월 03일,"37,287.80","36,890.20","37,304.30","36,297.30",50.35K,1.08%
2022년 02월 02일,"36,890.20","38,711.20","38,853.80","36,682.30",53.74K,-4.70%
2022년 02월 01일,"38,709.70","38,475.60","39,230.00","38,037.90",55.20K,0.55%
2022년 01월 31일,"38,498.60","37,923.80","38,701.40","36,672.80",61.27K,1.53%
2022년 01월 30일,"37,917.70","38,167.50","38,313.30","37,390.60",34.10K,-0.66%
2022년 01월 29일,"38,170.80","37,736.50","38,663.70","37,350.20",42.77K,1.13%
2022년 01월 28일,"37,745.10","37,195.60","37,995.90","36,176.50",69.45K,1.56%
2022년 01월 27일,"37,164.30","36,800.10","37,215.40","35,543.20",83.52K,0.99%
2022년 01월 26일,"36,800.40","36,962.30","38,862.60","36,280.00",107.87K,-0.41%
2022년 01월 25일,"36,950.60","36,691.30","37,501.80","35,729.30",79.68K,0.72%
2022년 01월 24일,"36,686.30","36,268.60","37,424.00","32,985.60",153.77K,1.15%
2022년 01월 23일,"36,269.50","35,072.90","36,513.00","34,655.20",70.43K,3.40%
2022년 01월 22일,"35,075.20","36,467.70","36,749.80","34,116.00",138.09K,-3.84%
2022년 01월 21일,"36,475.50","40,698.10","41,104.60","35,503.90",155.80K,-10.41%
2022년 01월 20일,"40,715.90","41,683.60","43,487.10","40,568.30",65.28K,-2.31%
2022년 01월 19일,"41,677.80","42,365.30","42,558.00","41,160.90",53.77K,-1.62%
2022년 01월 18일,"42,364.60","42,209.90","42,674.20","41,300.70",47.32K,0.37%
2022년 01월 17일,"42,209.30","43,080.50","43,179.60","41,559.40",41.44K,-2.02%
2022년 01월 16일,"43,079.10","43,079.20","43,462.00","42,643.30",28.66K,-0.04%
2022년 01월 15일,"43,097.00","43,073.60","43,777.90","42,586.10",31.44K,0.06%
2022년 01월 14일,"43,073.30","42,562.20","43,435.10","41,848.70",50.50K,1.21%
2022년 01월 13일,"42,560.00","43,900.00","44,404.70","42,337.50",53.42K,-3.05%
2022년 01월 12일,"43,901.00","42,735.00","44,243.60","42,476.70",53.95K,2.73%
2022년 01월 11일,"42,733.20","41,829.10","43,090.20","41,287.60",61.78K,2.15%
2022년 01월 10일,"41,832.20","41,848.90","42,243.80","39,697.00",85.50K,-0.04%
2022년 01월 09일,"41,848.30","41,681.20","42,764.40","41,260.90",37.51K,0.42%
2022년 01월 08일,"41,672.00","41,551.30","42,304.40","40,574.30",52.54K,0.30%
2022년 01월 07일,"41,546.70","43,097.90","43,127.70","40,810.00",88.36K,-3.60%
2022년 01월 06일,"43,097.50","43,431.60","43,772.30","42,481.10",63.08K,-0.76%
2022년 01월 05일,"43,425.90","45,833.10","47,019.40","42,535.10",83.74K,-5.26%
2022년 01월 04일,"45,837.30","46,435.70","47,505.40","45,602.10",55.59K,-1.28%
2022년 01월 03일,"46,430.20","47,293.90","47,556.00","45,704.00",41.06K,-1.86%
2022년 01월 02일,"47,311.80","47,738.70","47,944.90","46,718.20",27.02K,-0.89%
2022년 01월 01일,"47,738.00","46,217.50","47,917.60","46,217.50",31.24K,3.29%
2021년 12월 31일,"46,219.50","47,123.30","48,553.90","45,693.60",58.18K,-1.92%
2021년 12월 30일,"47,123.30","46,470.70","47,901.40","46,003.00",60.96K,1.42%
2021년 12월 29일,"46,461.70","47,548.40","48,121.70","46,127.80",63.92K,-2.28%
2021년 12월 28일,"47,545.20","50,703.40","50,703.80","47,345.70",74.39K,-6.18%
2021년 12월 27일,"50,678.20","50,783.60","52,016.30","50,459.00",43.90K,-0.20%
2021년 12월 26일,"50,779.90","50,404.00","51,247.00","49,527.00",32.34K,0.74%
2021년 12월 25일,"50,406.40","50,789.60","51,140.20","50,196.80",26.67K,-0.75%
2021년 12월 24일,"50,786.10","50,807.40","51,795.30","50,428.40",45.97K,-0.03%
2021년 12월 23일,"50,801.00","48,599.60","51,355.60","48,053.40",56.24K,4.53%
2021년 12월 22일,"48,599.70","48,898.70","49,540.30","48,449.70",40.89K,-0.62%
2021년 12월 21일,"48,902.00","46,900.10","49,306.10","46,654.00",57.88K,4.28%
2021년 12월 20일,"46,895.20","46,703.40","47,488.90","45,577.30",57.53K,0.41%
2021년 12월 19일,"46,704.50","46,855.70","48,270.20","46,438.40",44.05K,-0.32%
2021년 12월 18일,"46,856.20","46,171.80","47,330.20","45,513.40",36.93K,1.48%
2021년 12월 17일,"46,172.20","47,630.40","47,997.20","45,523.80",67.50K,-3.06%
2021년 12월 16일,"47,628.20","48,876.60","49,387.80","47,543.90",48.20K,-2.54%
2021년 12월 15일,"48,871.50","48,366.20","49,477.90","46,572.60",80.28K,1.04%
2021년 12월 14일,"48,366.50","46,709.80","48,635.00","46,338.30",62.54K,3.56%
2021년 12월 13일,"46,703.60","50,075.90","50,196.10","45,848.20",80.37K,-6.74%
2021년 12월 12일,"50,081.00","49,332.50","50,779.20","48,670.50",40.30K,1.55%
2021년 12월 11일,"49,314.50","47,138.40","49,487.00","46,834.00",45.23K,4.62%
2021년 12월 10일,"47,137.20","47,591.70","49,974.80","47,007.10",68.06K,-0.97%
2021년 12월 09일,"47,596.60","50,477.60","50,790.20","47,341.90",58.69K,-5.70%
